query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	qlen	tlen	qtmscore	ttmscore	alntmscore	rmsd	prob	taxid	taxname	taxlineage	qcovpct	tcovpct
proteins/Montipora_capitata_KBHIv3___RNAseq.g49768.t1.faa.colabfold/plots/0.pdb	4ifb_B	0.603	194	71	2	1	194	5	192	2.644E-25	791	196	192	6.656E-01	6.785E-01	6.785E-01	7.961E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	98.9796	97.9167
proteins/Montipora_capitata_KBHIv3___RNAseq.g50136.t1.faa.colabfold/plots/0.pdb	4g5o_A	0.624	290	102	5	2	289	172	456	3.358E-38	1394	291	456	9.121E-01	5.915E-01	5.915E-01	2.370E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	98.9691	62.5
proteins/Montipora_capitata_KBHIv3___RNAseq.g524.t1.faa.colabfold/plots/0.pdb	2i5o_A	0.131	557	381	27	22	540	5	496	1.972E-05	223	545	496	5.883E-01	6.358E-01	6.358E-01	7.525E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	95.2294	99.1935
proteins/Montipora_capitata_KBHIv3___RNAseq.g5404.t1.faa.colabfold/plots/0.pdb	4bgu_D	0.401	341	181	8	29	361	2	327	2.663E-40	1373	367	329	7.926E-01	8.804E-01	8.804E-01	3.312E+00	1.000	2246	Haloferax volcanii	-_cellular organisms;d_Archaea;p_Euryarchaeota;-_Stenosarchaea group;c_Halobacteria;o_Haloferacales;f_Haloferacaceae;g_Haloferax;s_Haloferax volcanii	90.7357	99.0881
proteins/Montipora_capitata_KBHIv3___RNAseq.g542.t1.faa.colabfold/plots/0.pdb	3jaq_H	0.610	208	80	1	35	241	2	209	4.017E-23	854	242	217	7.716E-01	8.546E-01	8.546E-01	2.471E+00	1.000	28985	Kluyveromyces lactis	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Kluyveromyces;s_Kluyveromyces lactis	85.5372	95.8525
proteins/Montipora_capitata_KBHIv3___RNAseq.g5451.t1.faa.colabfold/plots/0.pdb	8ekb_1f	0.676	913	195	9	1	911	1	814	0.000E+00	4454	1017	815	7.781E-01	9.669E-01	9.669E-01	1.961E+00	1.000	300852	Thermus thermophilus HB8	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus;-_Thermus thermophilus HB8	89.5772	99.8773
proteins/Montipora_capitata_KBHIv3___RNAseq.g545.t1a.faa.colabfold/plots/0.pdb	4bfk_C	0.126	348	194	22	61	343	12	314	5.458E-10	333	842	314	2.475E-01	6.127E-01	6.127E-01	4.948E+00	1.000	2234	Archaeoglobus fulgidus	-_cellular organisms;d_Archaea;p_Euryarchaeota;c_Archaeoglobi;o_Archaeoglobales;f_Archaeoglobaceae;g_Archaeoglobus;s_Archaeoglobus fulgidus	33.6105	96.4968
proteins/Montipora_capitata_KBHIv3___RNAseq.g5491.t1.faa.colabfold/plots/0.pdb	8ekb_21	0.615	286	75	3	32	297	2	272	1.918E-29	647	349	274	2.627E-01	3.331E-01	3.331E-01	1.957E+01	1.000	300852	Thermus thermophilus HB8	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus;-_Thermus thermophilus HB8	76.2178	98.9051
proteins/Montipora_capitata_KBHIv3___RNAseq.g5551.t1.faa.colabfold/plots/0.pdb	4fby_e	0.745	887	223	3	2	887	1	885	4.360E-68	3259	1109	890	7.172E-01	8.799E-01	8.799E-01	4.302E+00	1.000	197221	Thermosynechococcus vestitus BP-1	-_cellular organisms;d_Bacteria;-_Terrabacteria group;-_Cyanobacteriota/Melainabacteria group;p_Cyanobacteriota;c_Cyanophyceae;o_Pseudanabaenales;f_Thermosynechococcaceae;g_Thermosynechococcus;s_Thermosynechococcus vestitus;-_Thermosynechococcus vestitus BP-1	79.8918	99.4382
proteins/Montipora_capitata_KBHIv3___RNAseq.g613.t1.faa.colabfold/plots/0.pdb	2ezi_A	0.373	142	83	1	6	147	13	148	2.130E-14	453	148	148	7.263E-01	7.263E-01	7.263E-01	6.545E+00	1.000	10677	Muvirus mu	d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Muvirus;s_Muvirus mu	95.9459	91.8919
proteins/Montipora_capitata_KBHIv3___RNAseq.g6255.t1a.faa.colabfold/plots/0.pdb	4aar_G	0.505	287	131	4	26	312	4	279	1.348E-20	1024	344	280	7.343E-01	8.955E-01	8.955E-01	3.388E+00	1.000	562	Escherichia coli	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli	83.4302	98.5714
proteins/Montipora_capitata_KBHIv3___RNAseq.g6296.t1.faa.colabfold/plots/0.pdb	2ath_B	0.880	142	17	0	2	143	1	142	9.540E-20	739	144	142	9.320E-01	9.446E-01	9.446E-01	1.738E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	98.6111	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g6397.t1.faa.colabfold/plots/0.pdb	6aj9_E	0.145	282	232	7	117	396	1	275	4.861E-08	407	411	279	5.982E-01	8.544E-01	8.544E-01	2.877E+00	1.000	10090	Mus musculus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Mus;-_Mus;s_Mus musculus	68.1265	98.5663
proteins/Montipora_capitata_KBHIv3___RNAseq.g6487.t1.faa.colabfold/plots/0.pdb	1agq_A	0.702	319	86	4	6	317	1	317	4.593E-41	1792	318	317	9.409E-01	9.438E-01	9.438E-01	2.096E+00	1.000	10116	Rattus norvegicus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Rattus;s_Rattus norvegicus	98.1132	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g6616.t1.faa.colabfold/plots/0.pdb	6gaw_AJ	0.600	225	77	2	78	301	2	214	1.314E-21	973	325	215	6.269E-01	9.384E-01	9.384E-01	2.092E+00	1.000	9823	Sus scrofa	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Laurasiatheria;o_Artiodactyla;-_Suina;f_Suidae;g_Sus;s_Sus scrofa	68.9231	99.0698
proteins/Montipora_capitata_KBHIv3___RNAseq.g6642.t1.faa.colabfold/plots/0.pdb	6a67_L	0.476	418	212	2	35	450	4	416	1.571E-30	1520	454	421	8.468E-01	9.110E-01	9.110E-01	2.907E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	91.63	98.0998
proteins/Montipora_capitata_KBHIv3___RNAseq.g6829.t1.faa.colabfold/plots/0.pdb	7a4h_GK	0.621	201	64	2	1	201	1	189	3.867E-23	916	203	189	8.465E-01	9.062E-01	9.062E-01	2.934E+00	1.000	10710	Lambdavirus lambda	d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Lambdavirus;s_Lambdavirus lambda	99.0148	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g6841.t1a.faa.colabfold/plots/0.pdb	1a81_A	0.287	167	104	4	96	262	1	152	4.238E-15	504	321	156	4.555E-01	9.134E-01	9.134E-01	1.591E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	52.0249	97.4359
proteins/Montipora_capitata_KBHIv3___RNAseq.g7235.t1.faa.colabfold/plots/0.pdb	1h20_A	0.271	276	182	7	21	289	215	478	1.734E-10	503	392	482	6.022E-01	4.933E-01	4.933E-01	3.229E+00	1.000	4113	Solanum tuberosum	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_asterids;-_lamiids;o_Solanales;f_Solanaceae;-_Solanoideae;-_Solaneae;g_Solanum;s_Solanum tuberosum	68.6224	54.7718
proteins/Montipora_capitata_KBHIv3___RNAseq.g7239.t1.faa.colabfold/plots/0.pdb	1gmo_F	0.477	463	196	10	19	479	13	431	1.579E-53	1854	479	431	8.091E-01	8.965E-01	8.965E-01	4.429E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	96.2422	97.2158
proteins/Montipora_capitata_KBHIv3___RNAseq.g7266.t1.faa.colabfold/plots/0.pdb	6cjn_B	0.644	256	89	2	35	289	2	256	2.787E-34	1356	395	257	6.262E-01	9.549E-01	9.549E-01	1.499E+00	1.000	3879	Medicago sativa	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Fabales;f_Fabaceae;-_Papilionoideae;-_50 kb inversion clade;-_NPAAA clade;-_Hologalegina;-_IRL clade;-_Trifolieae;g_Medicago;s_Medicago sativa	64.557	99.2218
proteins/Montipora_capitata_KBHIv3___RNAseq.g7383.t1.faa.colabfold/plots/0.pdb	4j8u_E	0.291	237	159	5	49	280	1	233	2.529E-16	669	289	234	7.031E-01	8.536E-01	8.536E-01	2.677E+00	1.000	8355	Xenopus laevis	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;c_Amphibia;-_Batrachia;o_Anura;-_Pipoidea;f_Pipidae;-_Xenopodinae;g_Xenopus;-_Xenopus;s_Xenopus laevis	80.2768	99.5726
proteins/Montipora_capitata_KBHIv3___RNAseq.g7396.t1.faa.colabfold/plots/0.pdb	5gs5_D	0.415	113	66	0	166	278	13	125	3.916E-09	297	288	131	3.547E-01	7.246E-01	7.246E-01	2.439E+00	1.000	10116	Rattus norvegicus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Rattus;s_Rattus norvegicus	39.2361	86.2595
proteins/Montipora_capitata_KBHIv3___RNAseq.g7438.t1.faa.colabfold/plots/0.pdb	5c92_A	0.569	86	37	0	50	135	2	87	3.474E-13	482	135	87	6.221E-01	9.545E-01	9.545E-01	8.123E-01	1.000	645133	Colletotrichum graminicola M1.001	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Glomerellales;f_Glomerellaceae;g_Colletotrichum;-_Colletotrichum graminicola species complex;s_Colletotrichum graminicola;-_Colletotrichum graminicola M1.001	63.7037	98.8506
proteins/Montipora_capitata_KBHIv3___RNAseq.g750.t1.faa.colabfold/plots/0.pdb	3ar9_A	0.428	385	117	3	1	384	1	283	2.743E-40	1457	398	283	6.778E-01	9.456E-01	9.456E-01	2.216E+00	1.000	9986	Oryctolagus cuniculus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Lagomorpha;f_Leporidae;g_Oryctolagus;s_Oryctolagus cuniculus	96.4824	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g831.t1.faa.colabfold/plots/0.pdb	3g35_A	0.530	113	52	1	5	116	4	116	1.457E-08	420	128	171	8.350E-01	6.303E-01	6.303E-01	1.377E+00	1.000	562	Escherichia coli	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli	87.5	66.0819
proteins/Montipora_capitata_KBHIv3___RNAseq.g8711.t1.faa.colabfold/plots/0.pdb	8a9q_A	0.704	541	132	5	13	540	1	526	6.051E-67	2520	542	527	8.833E-01	9.076E-01	9.076E-01	3.012E+00	1.000	562	Escherichia coli	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli	97.417	99.8102
proteins/Montipora_capitata_KBHIv3___RNAseq.g8721.t1.faa.colabfold/plots/0.pdb	1dum_B	0.683	215	65	3	2	215	38	250	3.172E-23	518	215	250	4.223E-01	3.868E-01	3.868E-01	1.265E+01	1.000	0	unclassified	unclassified	99.5349	85.2
proteins/Montipora_capitata_KBHIv3___RNAseq.g8800.t1.faa.colabfold/plots/0.pdb	6awb_W	0.744	86	22	0	838	923	12	97	1.242E-09	372	962	107	8.691E-02	7.320E-01	7.320E-01	2.303E+00	1.000	562	Escherichia coli	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli	8.93971	80.3738
proteins/Montipora_capitata_KBHIv3___RNAseq.g8875.t1.faa.colabfold/plots/0.pdb	3j7r_SG	0.147	1336	804	56	1476	2665	2	1147	8.064E-21	446	2693	1148	1.115E-01	2.027E-01	2.027E-01	3.720E+01	1.000	9823	Sus scrofa	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Laurasiatheria;o_Artiodactyla;-_Suina;f_Suidae;g_Sus;s_Sus scrofa	44.1886	99.8258
proteins/Montipora_capitata_KBHIv3___RNAseq.g8900.t1.faa.colabfold/plots/0.pdb	4ala_L	0.391	194	114	2	61	250	1	194	2.884E-13	618	253	197	7.210E-01	9.200E-01	9.200E-01	1.691E+00	1.000	10090	Mus musculus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Mus;-_Mus;s_Mus musculus	75.0988	98.4772
proteins/Montipora_capitata_KBHIv3___RNAseq.g902.t1.faa.colabfold/plots/0.pdb	4ffh_B	0.503	312	153	2	10	320	5	315	1.353E-41	1628	402	317	7.521E-01	9.494E-01	9.494E-01	1.351E+00	1.000	37931	Paenarthrobacter ureafaciens	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Micrococcales;f_Micrococcaceae;g_Paenarthrobacter;s_Paenarthrobacter ureafaciens	77.3632	98.1073
proteins/Montipora_capitata_KBHIv3___RNAseq.g9281.t1.faa.colabfold/plots/0.pdb	6bj8_H	0.519	285	109	4	5	289	2	258	1.525E-34	1196	311	258	7.793E-01	9.334E-01	9.334E-01	2.173E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	91.6399	99.6124
proteins/Montipora_capitata_KBHIv3___RNAseq.g9430.t1.faa.colabfold/plots/0.pdb	3cc4_R	0.734	260	67	1	14	273	2	259	6.815E-42	1779	285	259	8.938E-01	9.825E-01	9.825E-01	8.173E-01	1.000	2238	Haloarcula marismortui	-_cellular organisms;d_Archaea;p_Euryarchaeota;-_Stenosarchaea group;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula marismortui	91.2281	99.6139
proteins/Montipora_capitata_KBHIv3___RNAseq.g9462.t1.faa.colabfold/plots/0.pdb	3dxs_X	0.684	311	97	1	434	744	1	310	7.655E-49	2055	744	310	4.143E-01	9.891E-01	9.891E-01	7.923E-01	1.000	3702	Arabidopsis thaliana	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_malvids;o_Brassicales;f_Brassicaceae;-_Camelineae;g_Arabidopsis;s_Arabidopsis thaliana	41.8011	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g9543.t1.faa.colabfold/plots/0.pdb	1i16_A	0.818	182	31	1	1	182	1	180	1.187E-33	1330	183	180	9.709E-01	9.870E-01	9.870E-01	7.094E-01	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	99.4536	100
proteins/Montipora_capitata_KBHIv3___RNAseq.g9641.t1.faa.colabfold/plots/0.pdb	7c9r_E	0.388	319	172	10	35	341	3	310	9.417E-34	1135	347	310	7.830E-01	8.725E-01	8.725E-01	3.074E+00	1.000	631362	Thiorhodovibrio sp. 970	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Thiorhodovibrio;-_unclassified Thiorhodovibrio;s_Thiorhodovibrio sp. 970	88.4726	99.3548
proteins/Montipora_capitata_KBHIv3___TS.g10194.t1.faa.colabfold/plots/0.pdb	7cyy_B	0.601	158	38	3	1	158	3	135	1.301E-17	666	158	135	8.094E-01	9.446E-01	9.446E-01	1.989E+00	1.000	235909	Geobacillus kaustophilus HTA426	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Geobacillus;-_Geobacillus thermoleovorans group;s_Geobacillus kaustophilus;-_Geobacillus kaustophilus HTA426	100	98.5185
proteins/Montipora_capitata_KBHIv3___TS.g1050.t1.faa.colabfold/plots/0.pdb	3j3y_9O	0.150	173	100	10	7	138	1	167	6.824E-01	38	172	252	3.070E-01	2.285E-01	2.285E-01	1.574E+01	0.179	11676	Human immunodeficiency virus 1	d_Viruses;-_Riboviria;k_Pararnavirae;p_Artverviricota;c_Revtraviricetes;o_Ortervirales;f_Retroviridae;-_Orthoretrovirinae;g_Lentivirus;s_Human immunodeficiency virus 1	76.7442	66.2698
proteins/Montipora_capitata_KBHIv3___TS.g14686.t2.faa.colabfold/plots/0.pdb	5hys_D	0.636	666	229	3	29	694	6	658	1.208E-92	3245	694	658	7.641E-01	8.013E-01	8.013E-01	5.858E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	95.9654	99.2401
proteins/Montipora_capitata_KBHIv3___TS.g15842.t1.faa.colabfold/plots/0.pdb	1gov_B	0.699	412	119	1	33	444	4	410	8.021E-67	2414	450	410	8.439E-01	9.241E-01	9.241E-01	2.995E+00	1.000	1400	Bacillus intermedius	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus intermedius	91.5556	99.2683
proteins/Montipora_capitata_KBHIv3___TS.g17481.t1.faa.colabfold/plots/0.pdb	6f2c_J	0.687	189	59	0	5	193	1	189	1.687E-32	1173	193	189	9.600E-01	9.800E-01	9.800E-01	8.642E-01	1.000	224308	Bacillus subtilis subsp. subtilis str. 168	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;-_Bacillus subtilis group;s_Bacillus subtilis;-_Bacillus subtilis subsp. subtilis;-_Bacillus subtilis subsp. subtilis str. 168	97.9275	100
proteins/Montipora_capitata_KBHIv3___TS.g1797.t1.faa.colabfold/plots/0.pdb	3iow_B	0.188	228	149	4	82	299	14	215	3.791E-06	225	347	220	4.412E-01	6.724E-01	6.724E-01	7.055E+00	1.000	83333	Escherichia coli K-12	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli;-_Escherichia coli K-12	62.8242	91.8182
